LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1971,2.344740177,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1972,2.342158859,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1973,2.228047182,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1974,2.6297086,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1975,2.733352719,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1976,3.194037796,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1977,4.008383547,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1978,4.309312904,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1979,5.015815635,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1980,5.423533921,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1981,6.169772257,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1982,7.70762563,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1983,10.01360259,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1984,11.29471582,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1985,10.39709003,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1986,11.63790016,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1987,11.03130148,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1988,11.8811217,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1989,13.44752414,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1990,14.49358241,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1991,15.62313655,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1992,15.28075439,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1993,13.60857195,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1994,13.67335303,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1995,13.24776424,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1996,12.96976672,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1997,13.48208132,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1998,16.82906839,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1999,15.48710081,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2000,18.62568536,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2001,16.06161412,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2002,14.34496712,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2003,14.30654328,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2004,14.19411718,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2005,14.76934524,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2006,15.04181659,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2007,14.50077287,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2008,15.07349521,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2009,17.46007449,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2010,18.62208057,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2011,18.05036326,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2012,17.78270019,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2013,17.1828775,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2014,16.14961496,
NZL,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2015,17.30469486,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1993,0.280365091,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1994,0.245899689,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1995,0.340196867,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1996,0.305124338,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1997,0.240112865,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1998,0.192903353,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,1999,0.181597289,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2000,0.147738155,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2001,0.151783501,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2002,0.152767532,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2003,0.142723942,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2004,0.118588835,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2005,0.112301207,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2006,0.105614306,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2007,0.101851016,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2008,0.105056655,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2009,0.113649635,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2010,0.108590291,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2011,0.103583358,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2012,0.100191034,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2013,0.12669248,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2014,0.126475794,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2015,0.121532261,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2016,0.121386797,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2017,0.126619791,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2018,0.138334848,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2019,0.150274059,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2020,0.189729654,
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2021,0.18387341,E
MEX,GFCFASSET,CULTASSET,PC_GFCF,A,2022,0.185709977,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1970,28.89325339,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1971,30.09519179,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1972,30.90867426,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1973,29.41362188,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1974,30.44939355,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1975,29.30898422,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1976,28.64671753,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1977,29.34097468,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1978,29.14945994,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1979,29.40125148,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1980,28.09981407,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1981,26.37731844,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1982,24.7598682,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1983,23.36491172,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1984,22.9315928,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1985,23.22364001,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1986,23.00185166,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1987,21.98802736,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1988,21.19624191,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1989,23.09538064,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1990,26.54481323,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1991,25.49658452,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1992,22.0690941,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1993,20.0760255,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1994,19.82704843,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1995,18.7644697,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1996,19.55869538,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1997,19.49948624,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1998,19.09646316,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,1999,19.9368931,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2000,19.84208746,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2001,18.48836704,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2002,18.10279305,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2003,19.66564131,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2004,19.71386928,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2005,19.58353757,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2006,19.56538409,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2007,22.69603946,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2008,28.63027516,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2009,34.60203107,E
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2010,33.77374927,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2011,33.10883176,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2012,33.92674929,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2013,34.86282,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2014,33.9085876,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2015,33.7229528,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2016,33.0921899,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2017,30.74515973,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2018,30.53005034,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2019,28.42925956,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2020,28.03347162,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2021,26.29040937,
ZAF,GFCFASSET,OTHBUILDING,PC_GFCF,A,2022,24.43290433,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1980,1.468189233,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1981,1.065375303,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1982,1.269706008,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1983,1.250753466,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1984,1.478112564,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1985,1.816542128,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1986,2.166748047,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1987,2.271231073,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1988,2.419504071,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1989,2.369884935,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1990,3.1337976,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1991,3.891483211,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1992,5.136913606,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1993,6.994455614,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1994,8.31807172,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1995,10.4005474,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1996,7.78786431,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1997,7.380650613,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1998,8.158612699,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1999,8.256977357,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2000,7.466624285,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2001,7.057792286,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2002,6.49706946,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2003,8.149806389,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2004,7.895630518,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2005,8.080968656,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2006,8.277859647,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2007,8.105958509,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2008,8.095328163,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2009,8.463566635,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2010,8.400677013,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2011,8.177757928,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2012,7.957754068,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2013,8.121511331,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2014,9.042205965,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2015,9.25641197,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2016,8.663136193,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2017,8.72840137,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2018,9.189410383,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2019,8.656319446,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2020,8.245531268,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2021,8.368808703,
FIN,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2022,6.978854287,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,1995,16.18428666,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,1996,16.92137546,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,1997,18.46307267,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,1998,20.25781366,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,1999,21.65555127,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2000,21.30966395,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2001,24.32049064,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2002,26.70419132,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2003,27.59719899,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2004,28.75030144,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2005,27.39916426,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2006,27.10104212,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2007,26.92985325,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2008,27.15647688,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2009,29.43816022,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2010,29.64526281,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2011,28.83475098,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2012,30.24294578,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2013,30.49429746,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2014,30.89455458,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2015,31.85866826,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2016,32.67682699,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2017,34.51180979,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2018,33.76211994,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2019,33.80123261,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2020,36.8090886,
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2021,37.88957293,E
CHE,GFCFASSET,FIXASSET,PC_GFCF,A,2022,38.23378314,E
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1995,16.78402918,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1996,16.81632749,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1997,17.27320482,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1998,18.03662351,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,1999,17.97943048,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2000,19.62180609,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2001,17.85972452,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2002,16.90178208,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2003,15.58154522,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2004,14.54013765,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2005,13.69815692,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2006,13.67517785,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2007,13.09033699,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2008,12.73057614,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2009,13.88582306,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2010,14.65561965,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2011,15.27180155,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2012,15.58705128,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2013,15.88748576,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2014,15.26394568,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2015,14.2383917,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2016,13.43486576,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2017,13.41641843,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2018,14.22633248,
GBR,GFCFASSET,OTHMACHINEQT,PC_GFCF,A,2019,13.98838156,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,1995,6.52326647,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,1996,6.851961188,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,1997,6.638951119,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,1998,6.832967631,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,1999,8.275506394,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2000,7.672718561,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2001,6.513575265,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2002,5.482615967,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2003,6.472525742,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2004,6.156058097,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2005,6.337185194,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2006,6.901234162,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2007,6.938083535,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2008,6.406736986,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2009,6.622852778,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2010,7.432067311,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2011,7.350214877,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2012,7.40102143,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2013,6.674644503,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2014,6.257418716,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2015,6.209249178,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2016,7.277367334,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2017,7.217925808,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2018,7.780547667,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2019,7.382130304,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2020,6.668309011,
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2021,6.313182127,E
CHE,GFCFASSET,TRANSPEQT,PC_GFCF,A,2022,5.911790869,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1970,0.884840776,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1971,1.133027823,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1972,1.345626152,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1973,1.576812487,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1974,1.613804978,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1975,1.527180699,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1976,1.388246593,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1977,1.337491122,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1978,1.369414991,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1979,1.397021355,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1980,1.655504973,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1981,1.46258022,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1982,1.259859573,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1983,1.332897766,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1984,1.285430214,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1985,1.233234704,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1986,1.57726717,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1987,1.964071364,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1988,1.680528976,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1989,1.390353005,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1990,1.350835203,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1991,1.437350619,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1992,1.437815152,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1993,1.499597706,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1994,1.842527205,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1995,1.547895368,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1996,1.57323524,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1997,1.423560495,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1998,1.295607115,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,1999,1.364817709,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2000,1.340358027,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2001,1.35833294,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2002,1.472171851,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2003,1.311388309,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2004,1.109986228,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2005,1.330608636,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2006,1.031183023,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2007,0.826407611,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2008,0.671364267,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2009,0.685019471,E
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2010,0.693033892,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2011,0.897057893,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2012,0.833435852,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2013,1.14005134,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2014,0.956503429,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2015,0.899921518,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2016,0.75478475,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2017,0.814938805,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2018,0.866229578,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2019,0.925565222,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2020,1.131233803,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2021,1.174978887,
ZAF,GFCFASSET,CULTASSET,PC_GFCF,A,2022,1.128787438,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1980,16.56989316,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1981,15.49835594,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1982,15.50309529,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1983,16.70584706,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1984,16.76972713,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1985,15.61783893,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1986,16.93031495,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1987,17.15925216,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1988,17.94303706,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1989,16.71770757,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1990,14.47274282,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1991,13.57284795,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1992,14.30081292,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1993,15.11709107,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1994,15.04548109,E
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1995,14.67409999,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1996,14.33083603,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1997,16.53900657,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1998,15.95428911,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,1999,16.68191756,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2000,17.2248096,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2001,17.67974547,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2002,20.07228733,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2003,22.08955088,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2004,23.97530789,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2005,24.07185385,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2006,23.43058768,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2007,21.88608164,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2008,20.64945316,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2009,19.53268711,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2010,20.42432924,
GBR,GFCFASSET,DWELLING,PC_GFCF,A,2011,20.10795498,
